201006-005222_bem_798_elicit_37,awe aba bantu baba pa maano 
201006-005222_bem_798_elicit_38,ati amone bwino tonse utwali mu lucengo abotelesha no mutwe ati kandolelele balale shikano tabalala 
201006-005222_bem_798_elicit_39,nacine bwangu bwangu fye balala 
201006-005222_bem_798_elicit_40,awe nao akusa no tufipe twakwe mukwangufyanyafye aima aya 
200915-120130_bem_346_elicit_0,icingomfwisha bwino umutima wandi 
200915-120130_bem_346_elicit_1,ba geledi 1 
200915-120130_bem_346_elicit_2,abo ebekala ukutali na ku sukulu 
200915-120130_bem_346_elicit_3,bushe bonse mwikala ukutali ukufuma pano 
200915-120130_bem_346_elicit_4,bushe mulemona ati mwalafika ku ng anda 
200915-120130_bem_346_elicit_5,nangu mwalabomba panse apo 
200915-120130_bem_346_elicit_6,bushe muletontokanya kuti mwabutuka nangu mwalamomba 
200915-120130_bem_346_elicit_7,ehe twalabomba 
200915-120130_bem_346_elicit_8,muletontokanya ati mwalabomba 
200915-120130_bem_346_elicit_9,ngamwalaikala bushe muletontokanya mwalaikala kwisa 
200915-120130_bem_346_elicit_10,nshikwetepo incende iyenu 
200915-120130_bem_346_elicit_11,nga mwafuma mu kalasi mufwile mubutuke 
200915-120130_bem_346_elicit_12,bushe namumfwa 
200915-120130_bem_346_elicit_13,kanshi ngayatampa mfula mufwile muli pa ng anda kale 
200915-120130_bem_346_elicit_14,mufwile mubutuke 
200915-120130_bem_346_elicit_15,leka iminineni 
200915-120130_bem_346_elicit_16,kuli imwe mwebashipwile 
200915-120130_bem_346_elicit_17,mufwile kupwilikisha ku ng anda 
200915-120130_bem_346_elicit_18,bushe namumfwa 
200915-120130_bem_346_elicit_19,nalamileka nomba 
200915-120130_bem_346_elicit_20,pantu yalatampa ukuloka namaka saana 
200915-120130_bem_346_elicit_21,bushe namumfwa 
200915-120130_bem_346_elicit_22,shalenipo kalasi 
200915-120130_bem_346_elicit_23,shalenipo ba kafundisha 
200915-120130_bem_346_elicit_24,tukamonana mailo nakabili 
200915-120130_bem_346_elicit_25,ngamwafuma mu kalasi mufwile mwabutukila nwangu ku ng anda 
200915-120130_bem_346_elicit_26,pakweba ati mwibomba mufwile mubutuke 
200915-120130_bem_346_elicit_27,namumfwa 
200915-120130_bem_346_elicit_29,nomba mufume abatalalila 
200915-120130_bem_346_elicit_30,mufwile mwashanako panono kaili 
200915-120130_bem_346_elicit_31,muleya pa holide 
200915-120130_bem_346_elicit_32,kateka waku ghana 
200915-120130_bem_346_elicit_33,eya kanshi lintu twafika tulakonkonsha pa cibi caku kalasi 
200915-120130_bem_346_elicit_34,elo ba kafundisha nga baisulako tulalanda kuli bena 
200915-120130_bem_346_elicit_35,tweleleni bakafundisha natucelwa mwaumfwa 
200915-120130_bem_346_elicit_36,natucelwa 
200915-120130_bem_346_elicit_37,shani ba geledi 1 
200915-120130_bem_346_elicit_38,caawama 
200915-120130_bem_346_elicit_39,mwashibukeni muli shani 
200915-120130_bem_346_elicit_40,ama holide yenu yali shani 
200915-120130_bem_346_elicit_41,yali bwino ama holide yenu 
200915-120130_bem_346_elicit_42,nalatampa ukumyeba pali holide yandi mwaumfwa 
200915-120130_bem_346_elicit_43,lintu naile ku ng anda abana bandi bali nensansa sana pakumona ine 
200915-120130_bem_346_elicit_44,naine nali nensansa pakubamona 
200915-120130_bem_346_elicit_45,muleumfwa ba geledi 1 
200915-120130_bem_346_elicit_46,nibanga pali imwe abalemfuluka 
200915-120130_bem_346_elicit_47,ninani uwalabalilapo ukutweba efyo baikele pa holide yabo 
200915-120130_bem_346_elicit_48,nalemitontonkanyapo mulekutika ba geledi 1 
200915-120130_bem_346_elicit_49,ndefwaya iwe ukutweba 
201001-203149_bem_fb0_elicit_0,cilia bamumona elyo bati baleilinganya bwino bwino 
201001-203149_bem_fb0_elicit_1,cilya joni afika alaeba cilumendo ati 
201001-203149_bem_fb0_elicit_2,bushe iwe walishiba ukuti ine ne joni ncaya abantu batumpa nga iwe 
201001-203149_bem_fb0_elicit_3,cilumendo aisaima aipusha joni bukalibukali ati walosha mwi iwe 
201001-203149_bem_fb0_elicit_4,mukwai na kacona bakabepesha fye ku kwanguka joni aleka na ku ikofi pa cikumbi ca linso lya mulumendo na mbee 
201001-203149_bem_fb0_elicit_5,cilumendo ayapona nga filya 
201001-203149_bem_fb0_elicit_6,joni alailumba no kuilumba ati wankutika ne mwana wa mubemba calesa nook nafuma bonse tuli nkakashi 
201001-203149_bem_fb0_elicit_7,ngo letwala amasange ulebwelelamo ne toloshi ku minwe ku bundebele 
201001-203149_bem_fb0_elicit_8,cilumendo aisaima na pa menso napalubana ku mulopa icikumbi nacilepuka 
201001-203149_bem_fb0_elicit_9,kwena nga filya batila umulume wa mbwa tafwa ku kuulu 
201001-203149_bem_fb0_elicit_10,aposa ikofi joni asoola joni ukupoosa limbi kabili cilumendo ayapona ubuseneme 
201001-203149_bem_fb0_elicit_11,apo pene na bakanyangu bafika babekata bonse babili 
201001-203149_bem_fb0_elicit_12,bakanyangu ico baishibe joni balamwebaula fye abati 
201001-203149_bem_fb0_elicit_13,yangu ba bowa ee kanshi na imwe kuti mwalacita shani ulubuli muno cintubwingi 
201001-203149_bem_fb0_elicit_14,ala kuti mulelekelako aba bambi bakawayawaya 
201001-203149_bem_fb0_elicit_15,nga kanshi cinshi calubana apa pene 
201001-203149_bem_fb0_elicit_16,joni ati kwena shikulu mwitila bwalwa nakolwa 
201001-203149_bem_fb0_elicit_17,nge fyo abengi banjishiba ubwalwa ine nwa fye panono ico naumina uyu mulumendo ipusheni umukashi wakwe uyu 
201001-203149_bem_fb0_elicit_18,e wishibe ifyo bacilacita pano 
201001-203149_bem_fb0_elicit_19,janet ati asoseko joni aleka na ku lupi ati fye janet pa menso na waa janet atala ashinguluka awa ne ndeleshi shawa na ku menso 
201001-203149_bem_fb0_elicit_20,ala te pa kusebana kuli janet nici fye abasungu baleta bakaputula bamukati nga cayafishe no kushimika 
201001-203149_bem_fb0_elicit_21,ilyo bakanyangu bapwa ukunashanasha joni umutima bamweba ukubwelelamo ku ng anda janet wena banushalika abati 
201001-203149_bem_fb0_elicit_22,iwe lolela kuno kwine pakuti umwina mobe umutima ufuuke tulekutwala panuma pantu nga mwaya nankwe alekuuma sana 
201001-203149_bem_fb0_elicit_23,awe nacine pashipita inshita bakanyangu batwala janet ku ng anda 
201001-203149_bem_fb0_elicit_24,basanga joni ubukali nabupwa aleseka alenwa na tii uo apangile umwine 
201001-203149_bem_fb0_elicit_25,joni cilia amona janet pa mwinshi alamweba ati ingila mayo nacipwa wisakamana 
201001-203149_bem_fb0_elicit_26,batila imiti ipalamene taibula kuliila g wema 
201001-203149_bem_fb0_elicit_27,joni aleta tii umbi apangila bakanyangu balanwa 
201001-203149_bem_fb0_elicit_28,cilya bapwa ukunwa bashalikapo joni baya no kuya 
201001-203149_bem_fb0_elicit_29,inshiku shakonkelepo janet aleti nga aibukisha lulya lupi lwamupupwishe nge nkoko bacinja 
201001-203149_bem_fb0_elicit_30,awe alatiina sana ukukalifya joni umutima nakabili 
201001-203149_bem_fb0_elicit_31,ubushiku bushilile kantu joni na janet nabekala mu ng anda balelya ubwali 
201001-203149_bem_fb0_elicit_32,baumfwa pa ciibi nko nko nko kuti ukwisulako bamona fye mukalamba wa mangalo mu mufulira donat chembe 
201001-203149_bem_fb0_elicit_33,bwangubwangu joni ati eya ba chembe mukulu pitileni kuno tebulo tuleya ifwe 
201001-203149_bem_fb0_elicit_34,kabili alangilila ba chembe ku mukashi wakwe ati 
201001-203149_bem_fb0_elicit_35,aba e ba chembe abangalila amangalo muno mufulira 
201001-203149_bem_fb0_elicit_36,kabili aeba ba chembe ati mukwai uyu e mukashi wandi janet phiri 
201001-203149_bem_fb0_elicit_37,pa mulandu wa kuti balelya ubwali janet aposesha ba chembe ku kuso nga filya bacita bashikautu 
201001-203149_bem_fb0_elicit_38,ba chembe baikala elyo batampako ilyashi abati 
201001-203149_bem_fb0_elicit_39,mwandini ba bowa mukulu ico baendela te cimbi 
201001-203149_bem_fb0_elicit_40,lelo line twapoka kalata ukufuma ku banensu ku ndola 
201001-203149_bem_fb0_elicit_41,bali no kwisa ku kutamfye mpapa na ifwe pa cibelushi ca mulungu walaisa 
201001-203149_bem_fb0_elicit_42,e uku nati kanjembeshibishe bekale abaiteyanya 
201001-203149_bem_fb0_elicit_43,nakabili na pa kuti mukese kuli plakatishi pali citatu pa nshita ya 3 30 p m 
201001-203149_bem_fb0_elicit_44,joni nototela san aba chembe 
201001-203149_bem_fb0_elicit_45,pali citatu nkesa pa nshita iyo ine mwalumbula 
201001-203149_bem_fb0_elicit_46,ba chembe babashalikapo babwelelamo kumwabo 
180102-181703_bem_d31_elicit_0,cintobentobe abamiletelako niba trade kings 
180102-181703_bem_d31_elicit_1,umutendepo mukwai ndeti mwaiseni kuli pulogilamu yesu iya cintobentobe 
180102-181703_bem_d31_elicit_2,konse okomuli konse uko muletambili iyi pulogilamu tuletila mwaiseni 
180102-181703_bem_d31_elicit_3,pantu ngefyo ciba lyonse pali cintontobe ifwe tulatobenkanya 
180102-181703_bem_d31_elicit_4,ine newamiletelako ni mapalo chibale pamo naba mama ba bridget mvunda 
180102-181703_bem_d31_elicit_5,mukwai icibemba citila uku kokola panengo malole 
180102-181703_bem_d31_elicit_6,kabili abati uwabinga ukowa nao teminina 
180102-181703_bem_d31_elicit_7,kanshi pamo ngefifine natutendeka 
180102-181703_bem_d31_elicit_8,twabutukila kulya ku citungu caku kabanga 
180102-181703_bem_d31_elicit_9,ku chipata eko abakabungwe ka hpcz 
180102-181703_bem_d31_elicit_10,nakuba aka kabungwe kalolekesha paba bomfi ba bumi 
180102-181703_bem_d31_elicit_11,balitandalila ilya ncende kabili bali pamo naba osward chatengwa 
180102-181703_bem_d31_elicit_12,ifingi balatushimikila ili lyashi ifyo baendele 
180102-181703_bem_d31_elicit_13,akabungwe ka health professions council of zambia atemwa hpcz mukwififya kabungwe abomba umulimo uukalamba 
180102-181703_bem_d31_elicit_14,mukumona ukuti abantu balatangatwa munshila iisuma 
180102-181703_bem_d31_elicit_15,kabili ababomfi ba bumi balabomba bwino ukutanga abantu mukukonka inshila sha bumi isha tantikwa inshila shisuma 
180102-181703_bem_d31_elicit_16,teapopeka ukumona ukuti ifipatala fili ifyafikapo mukutanga abantu 
180102-181703_bem_d31_elicit_17,akabungwe ka hpcz akatungululwa naba bornface bwembya bwalya kabungwe akabomba umulimo ukalamba 
180102-181703_bem_d31_elicit_18,kabili balapitana muncende ishalekana lekana muno calo 
180102-181703_bem_d31_elicit_19,mukumona efyo abantu baletangatwa 
180102-181703_bem_d31_elicit_20,kanshi nombaline ba hpcz bali kulya ku citungu ca kukabanga atemwa eastern provice 
180102-181703_bem_d31_elicit_21,mukumona efyo umulimo wakutangata abantu ukumine elyo nefyo uleenda mukulolesha pabumi bwa bantu 
180102-181703_bem_d31_elicit_22,ba bornface bwalya abakalamba bakabungwe ka hpcz 
180102-181703_bem_d31_elicit_23,ba innocent kolala ba director corporate affairs 
180102-181703_bem_d31_elicit_24,elyo naba mama mwaka namfukwe nga kabilo ukufuma ku kabungwe 
180102-181703_bem_d31_elicit_25,baliima ulwendo lwakuya ku ncende yaku kabanga pakuya shininkisha efyo umulimo uleenda 
180102-181703_bem_d31_elicit_26,mubulendo bwabo babalile ukuya tota kwisano ya mfumu ba mpezeni 
180102-181703_bem_d31_elicit_27,elyo bali kulya kwisano balilanshanya ne mfumu amashiwi aya kankala 
180102-181703_bem_d31_elicit_28,makamaka ukukuma ubutandashi bwabo 
180102-181703_bem_d31_elicit_29,elyo nefyo balekabila ukumona pa mulimo wa bumi balabomba kuli iyi incende 
180102-181703_bem_d31_elicit_30,kabili tulefwaya no kwishiba efyo ababomfi ba bumi balebomba kuli ino incende 
180102-181703_bem_d31_elicit_31,tulefwaya ukwishiba efyo buleeba abantu benu pali ubu ubulwele bwa covid 19 
180102-181703_bem_d31_elicit_32,kumfwaa imfumu ba mpezeni balilondolola efyo balebomba mukumona ukutila abantu balakonka inshila sha bumi 
180102-181703_bem_d31_elicit_33,inshila sha kwafwa umuntu onse ukuba uwabumi uusuma 
180102-181703_bem_d31_elicit_34,panuma yakufuma kwisano baile mukutandalila icipatala ca mwami advantist hospital 
180102-181703_bem_d31_elicit_35,icangalilwa nabalukuta lwa sda church 
180102-181703_bem_d31_elicit_36,eko bakumenye abangalilwa ici cipatala 
180102-181703_bem_d31_elicit_37,kabili balisosa ukuti 
180102-181703_bem_d31_elicit_38,basekelamo pafyo balebomba bwino abangalila ici cipatala mukutangata abantu 
180102-181703_bem_d31_elicit_39,teapo peka baile kwi boma lya vubwi ukwakulwa icipatala icisuma nganshii 
180102-181703_bem_d31_elicit_40,ico icalatendeka ukubomba umulimo wakutanga abantu 
180102-181703_bem_d31_elicit_41,nipali ici cipatala epo umukalamba wa hpcz ba bornface bwalya basosele amashiwi ya cimwemwe kabili ayanseko 
180102-181703_bem_d31_elicit_42,pafyo ubuteko bubombele umulimo uusuma nganshi pakukula ici cipatala 
180102-181703_bem_d31_elicit_43,twasangwa pa ncende ino iyo beta ati vubwi district 
180102-181703_bem_d31_elicit_44,necikalamba ico twaishila kuno ncende cakutila twalyumfwa ukuti icitungu caku kabanga calitebelwa nobulwele bwa malaria 
180102-181703_bem_d31_elicit_45,elyo twaisafika pa ncendo ino baisa tulondolwela inshila shintu babikilemo pakuti bacimfye ububulwele 
180102-181703_bem_d31_elicit_46,elyo kabili batila ukuti pa myaka iyafuma itatu 
180102-181703_bem_d31_elicit_47,kunuma uku impendwa yalecila napali 1800 mu bantu abalifye impendwa 1000 abaleisa kuno nokuti nabalwala ubulwele bwa malaria 
180102-181703_bem_d31_elicit_48,lelo pali inonshita tulelandaa impendwa naibwela ukufikafye napali 400 abalesangwa nobulwele bwa malaria 
180102-181703_bem_d31_elicit_49,icilelanga ukuti ifi fyonse balebika ukuti bacimfwe ubulwele bwa malaria filebomba 
180102-181703_bem_d31_elicit_50,kuti twatemwa nakabili ukulanda ku bekala caalo mu ncende iya lekana lekana 
180102-181703_bem_d31_elicit_51,ukuti ncende ya vubwi tekuti balelwishafye ubu bulwele bwa malaria 
180102-181703_bem_d31_elicit_52,nelyo caisa kuli ba namayo balya abakuti bali pa bukulu balelufya imyeo 
180102-181703_bem_d31_elicit_53,impendwa yalicepa icine cine 
180102-181703_bem_d31_elicit_54,batweba ukuti ukufuma mu january ukushinta na ilelo balusafye namayo umo 
180102-181703_bem_d31_elicit_55,twacisa kwata ishuko lyakupitila kuli ba paramount chief mpezeni 
180102-181703_bem_d31_elicit_56,eko bacisa tulondolwela ukuti bena balibika lifunde mu caalo ici ukuti takuli uuli onse namayo uwakupapila ku ng anda 
201007-022920_bem_798_elicit_0,shamitombo abwelela ku bufumu 
201007-022920_bem_798_elicit_1,ubwinga bwapwa nokupwa baabafye umubili umo no mutima umo 
201007-022920_bem_798_elicit_2,mu caalo nga mwalime nkalamo abantu imitima isakamane icibi 
201007-022920_bem_798_elicit_3,kuti uko yaikata umo no uli uku nao at pambi mailo nalimo nine 
201007-022920_bem_798_elicit_4,bonse balafwayo kuti ciswango bacisakule bwangu 
201007-022920_bem_798_elicit_5,eco bonse umutima usekelela pa kumfwa ukuti cilya ciswango nomba nabacisakula 
201007-022920_bem_798_elicit_6,mu blueville namo iciswango cine cine ni koyikoyo 
201007-022920_bem_798_elicit_7,na fundi waciko nao ni shamitombo 
201007-022920_bem_798_elicit_8,ilyo baumfwile ukuti nomba koyikoyi nafwa abantu bayaula no tupundu 
201007-022920_bem_798_elicit_9,ubulanda bwabeketefye pa kusanga ukuti muka shamitombo nao ni mfwafye ku mfuti bamulishishe 
201007-022920_bem_798_elicit_10,no bwinga bwasuka bwalantalila 
201007-022920_bem_798_elicit_11,shamitombo nao wine kulalilishika fye ali napo maria nga afwa nga nkacita shani 
201007-022920_bem_798_elicit_12,maria tafwile iyoo 
201007-022920_bem_798_elicit_13,papililefye milungu ibili ninshi cili na mu mwaka lupya nokufuma mu cipatala afuma 
201007-022920_bem_798_elicit_14,ubwinga bwapwa no kupwa babalye umubili umo no mutima umo 
201007-022920_bem_798_elicit_15,bawishi kwa shamitombo bena bamonana na patili fernand 
201007-022920_bem_798_elicit_16,no kumolondolwele fintu bali no musungu umo uo bafumine nao ku tanzania 
201007-022920_bem_798_elicit_17,nomba afwila ku caalo ca bamakusulu 
201007-022920_bem_798_elicit_18,alondolola no bucushi bwa mulya mu caalo 
201007-022920_bem_798_elicit_19,nefyo mwane shamitombo amushile pa cifulo ukuti nkabwela 
201007-022920_bem_798_elicit_20,alondolola tonse ne misango ya kulya kuntu ifyo bepaya bantu na fimbi fyonse ifyaseka 
201007-022920_bem_798_elicit_21,yoani shamitombo nao atilefye ashipola aya na ku kupoke mpete sha bukalamba 
201007-022920_bem_798_elicit_22,nomba tali na kushifwala nshita nkalamba iyoo 
201007-022920_bem_798_elicit_23,na ku ŋanda kwine iyo bamupeele iipya teti ayeko 
201007-022920_bem_798_elicit_24,ailelondolola fyonse ifyo wishi amwebele 
201007-022920_bem_798_elicit_25,ifya mitekele ya caalo kumwabo 
201007-022920_bem_798_elicit_26,no musango aendelemo ukwisa ku blueville 
201007-022920_bem_798_elicit_27,nefyo amwene mu nshila fyonse 
201007-022920_bem_798_elicit_28,elyo nokulomba ukuti apo icaalo cakwe cilecula ku bubi bwa bantu nasha pa bafumu 
201007-022920_bem_798_elicit_29,cilingile ukuti kanshi ayateke caalo cakwe umwine 
201007-022920_bem_798_elicit_30,umulandu bautwele ku bakalamba ba mu kapokola wa ku blueville 
201007-022920_bem_798_elicit_31,basanga nokuti cintu calinga saana shamitombo nga ni mfumu uko afuma ukuti aye asunge caalo cakwe bwino bwino 
201007-022920_bem_798_elicit_32,bamupcela na malipilo ya ncito yonse intu abombele ukulundapo na kasanco 
201007-022920_bem_798_elicit_33,bamupeele abantu abengi na bashilika abakum wafwa kusenda ifipe no kuyalwisha abantu bakwe ku mushi nga cakuti balafwayo kuwipaya 
201007-022920_bem_798_elicit_34,patili ferdinand nao apamfiwe saana ukuyamona uyo muntu baleti musungu afuma ku tanzania uko alala 
201007-022920_bem_798_elicit_35,aaleefwaya no kuyamona nga balibikako ifipepala fimo ifyo aleenda nafyo ifingamulondola nga ininani 
201007-022920_bem_798_elicit_36,ishina bam winike kuli ba mboyi wakwe baleti ni malila ico alepika nsofu ishingi pamo ne nama shimbi 
201007-022920_bem_798_elicit_37,nomba ico teli cimwafwe nangu panoono iyoo 
201007-022920_bem_798_elicit_38,umutima umbi nao walolele mu kuti akayefunde caalo caba makusuli conse ubukilistiani 
201007-022920_bem_798_elicit_39,ubushiku bwa lwendo baiminefye abengi saana 
201007-022920_bem_798_elicit_40,abantu bakwa shamitombo bonse abo bam upeele na bantu bakwa patili ferdinand bonse bakuki na bakufunda katikishimu 
201007-022920_bem_798_elicit_41,baasendele mfuti ishingi saana ne mfalashi ikumi limo 
201007-022920_bem_798_elicit_42,maria na shamitombo nabo basekele cibi pa kuti nomba balaya mu kuteke caalo cabo abene 
201007-022920_bem_798_elicit_43,maria ena na kwisukulu tekwakwangwa iyoo amaano yalifye pa mulume wakwe ne ncito intu aali nokuyasanga kuntanshi 
201007-022920_bem_798_elicit_44,ka viloto kashele ku sukulu pantu ninshi lyabuka nomba 
201007-022920_bem_798_elicit_45,mu nshita ya kutusha mweka emo kali nokuyatandala kwa shamitombo 
201007-022920_bem_798_elicit_46,wongo nao atile ashibamonafye baisa akonka na shamitombo ati nkayaba cilolo obe 
201007-022920_bem_798_elicit_47,muka wongo ena ninshi alifwe cikonko ku fyebo fya ba mumushi ilyo baamwikete na koyikoyi 
